k_train_datasets,train_set,test_dataset,best_threshold,precision,recall,TP,FP,FN,TN,old_ber,new_ber,ber_reduction
1,crp_dataset_8_1_1.csv,crp_dataset_8_1_3.csv,0.60592747,0.8035714285570791,0.26011560693491265,45,11,128,72,0.019604492187500003,0.010937500000000001,0.008666992187500002
1,crp_dataset_8_1_1.csv,crp_dataset_8_1_2.csv,0.60592747,0.7142857142711371,0.29411764705635196,35,14,84,123,0.03945312499999999,0.016964285714285713,0.02248883928571428
1,crp_dataset_8_1_1.csv,crp_dataset_8_1_7.csv,0.60592747,0.9115044247706946,0.4681818181796901,103,10,117,26,0.0095703125,0.00702433628318584,0.0025459762168141605
1,crp_dataset_8_1_1.csv,crp_dataset_8_1_6.csv,0.60592747,0.6562499999897461,0.29999999999785715,42,22,98,94,0.026928710937500003,0.017871093749999997,0.009057617187500006
1,crp_dataset_8_1_6.csv,crp_dataset_8_1_5.csv,0.60857326,0.46258503401045864,0.6799999999931999,68,79,32,77,0.039282226562499994,0.0377125850340136,0.001569641528486397
1,crp_dataset_8_1_6.csv,crp_dataset_8_1_8.csv,0.60857326,0.47747747747317587,0.38405797101170974,53,58,85,60,0.0283203125,0.03637387387387387,-0.00805356137387387
1,crp_dataset_8_1_6.csv,crp_dataset_8_1_4.csv,0.60857326,0.7394957983131134,0.6717557251857118,88,31,43,94,0.023046875,0.01207983193277311,0.010967043067226892
1,crp_dataset_8_1_6.csv,crp_dataset_8_1_3.csv,0.60857326,0.8362068965445154,0.5606936416152561,97,19,76,64,0.019604492187500003,0.009267241379310344,0.010337250808189659
1,crp_dataset_8_1_6.csv,crp_dataset_8_1_2.csv,0.60857326,0.6701030927765969,0.5462184873903679,65,32,54,105,0.03945312499999999,0.019136597938144328,0.020316527061855664
1,crp_dataset_8_1_6.csv,crp_dataset_8_1_7.csv,0.60857326,0.8865979381351897,0.39090909090731407,86,11,134,25,0.0095703125,0.004381443298969072,0.0051888692010309285
1,crp_dataset_8_1_6.csv,crp_dataset_8_1_1.csv,0.60857326,0.5943396226359025,0.49999999999603173,63,43,63,87,0.0252685546875,0.017629716981132075,0.007638837706367925
2,crp_dataset_8_1_5.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_4.csv,0.6581759,0.580357142851961,0.4961832061030826,65,47,66,78,0.023046875,0.02103794642857143,0.0020089285714285712
2,crp_dataset_8_1_5.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_3.csv,0.6581759,0.7894736842045905,0.6069364161814629,105,28,68,55,0.019604492187500003,0.012875939849624062,0.006728552337875941
2,crp_dataset_8_1_5.csv|crp_dataset_8_1_8.csv,crp_dataset_8_1_2.csv,0.6581759,0.5923076923031362,0.6470588235239743,77,53,42,84,0.03945312499999999,0.03192307692307693,0.007530048076923063
