k_train_datasets,train_set,test_dataset,best_threshold,precision,recall,TP,FP,FN,TN,old_ber,new_ber,ber_reduction
2,crp_dataset_8_1_4.csv|crp_dataset_8_1_2.csv,crp_dataset_8_1_6.csv,0.6083789,0.9999999999879517,0.5928571428529082,83,0,57,116,0.026928710937500003,7.530120481927712e-05,0.026853409732680727
2,crp_dataset_8_1_4.csv|crp_dataset_8_1_2.csv,crp_dataset_8_1_5.csv,0.6083789,0.9999999999882353,0.8499999999915,85,0,15,156,0.039282226562499994,0.00125,0.03803222656249999
2,crp_dataset_8_1_4.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_7.csv,0.78149754,0.9999999999954546,0.9999999999954546,220,0,0,36,0.0095703125,0.00034090909090909094,0.00922940340909091
2,crp_dataset_8_1_4.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_3.csv,0.78149754,0.9841269841191735,0.7167630057762038,124,2,49,81,0.019604492187500003,0.0003472222222222222,0.019257269965277782
2,crp_dataset_8_1_4.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_8.csv,0.78149754,0.9767441860351541,0.6086956521695023,84,2,54,116,0.0283203125,0.002688953488372093,0.025631359011627906
2,crp_dataset_8_1_4.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_2.csv,0.78149754,0.9425287356213502,0.6890756302463102,82,5,37,132,0.03945312499999999,0.0020114942528735636,0.03744163074712643
2,crp_dataset_8_1_4.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_6.csv,0.78149754,0.954128440358219,0.7428571428518368,104,5,36,111,0.026928710937500003,0.0022935779816513763,0.024635132955848627
2,crp_dataset_8_1_4.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_5.csv,0.78149754,0.9999999999870129,0.7699999999923,77,0,23,156,0.039282226562499994,0.0013798701298701301,0.03790235643262987
2,crp_dataset_8_1_4.csv|crp_dataset_8_1_6.csv,crp_dataset_8_1_7.csv,0.6597999,0.9999999999954546,0.9999999999954546,220,0,0,36,0.0095703125,0.00034090909090909094,0.00922940340909091
2,crp_dataset_8_1_4.csv|crp_dataset_8_1_6.csv,crp_dataset_8_1_3.csv,0.6597999,0.9763779527482175,0.7167630057762038,124,3,49,80,0.019604492187500003,0.0005413385826771653,0.019063153604822837
