challenge,deltas
11100101,"-4.640650,-4.640650,-4.640650,-4.640650,-4.640650,-4.640650,-4.640650,-4.640650,-4.640650,-4.640650"
11100110,"-6.484187,-6.484187,-6.484187,-6.484187,-6.484187,-6.484187,-6.484187,-6.484187,-6.484187,-6.484187"
11100111,"-1.060463,-1.060463,-1.060463,-1.060463,-1.060463,-1.060463,-1.060463,-1.060463,-1.060463,-1.060463"
11101000,"0.416166,0.416166,0.416166,0.416166,0.416166,0.416166,0.416166,0.416166,0.416166,0.416166"
11101001,"5.839890,5.839890,5.839890,5.839890,5.839890,5.839890,5.839890,5.839890,5.839890,5.839890"
11101010,"3.996353,3.996353,3.996353,3.996353,3.996353,3.996353,3.996353,3.996353,3.996353,3.996353"
11101011,"9.420077,9.420077,9.420077,9.420077,9.420077,9.420077,9.420077,9.420077,9.420077,9.420077"
11101100,"-0.433649,-0.433649,-0.433649,-0.433649,-0.433649,-0.433649,-0.433649,-0.433649,-0.433649,-0.433649"
11101101,"4.990075,4.990075,4.990075,4.990075,4.990075,4.990075,4.990075,4.990075,4.990075,4.990075"
11101110,"3.146538,3.146538,3.146538,3.146538,3.146538,3.146538,3.146538,3.146538,3.146538,3.146538"
11101111,"8.570262,8.570262,8.570262,8.570262,8.570262,8.570262,8.570262,8.570262,8.570262,8.570262"
11110000,"-10.415517,-10.415517,-10.415517,-10.415517,-10.415517,-10.415517,-10.415517,-10.415517,-10.415517,-10.415517"
11110001,"-4.991793,-4.991793,-4.991793,-4.991793,-4.991793,-4.991793,-4.991793,-4.991793,-4.991793,-4.991793"
11110010,"-6.835330,-6.835330,-6.835330,-6.835330,-6.835330,-6.835330,-6.835330,-6.835330,-6.835330,-6.835330"
11110011,"-1.411606,-1.411606,-1.411606,-1.411606,-1.411606,-1.411606,-1.411606,-1.411606,-1.411606,-1.411606"
11110100,"-11.265333,-11.265333,-11.265333,-11.265333,-11.265333,-11.265333,-11.265333,-11.265333,-11.265333,-11.265333"
11110101,"-5.841609,-5.841609,-5.841609,-5.841609,-5.841609,-5.841609,-5.841609,-5.841609,-5.841609,-5.841609"
11110110,"-7.685145,-7.685145,-7.685145,-7.685145,-7.685145,-7.685145,-7.685145,-7.685145,-7.685145,-7.685145"
11110111,"-2.261421,-2.261421,-2.261421,-2.261421,-2.261421,-2.261421,-2.261421,-2.261421,-2.261421,-2.261421"
11111000,"-0.784792,-0.784792,-0.784792,-0.784792,-0.784792,-0.784792,-0.784792,-0.784792,-0.784792,-0.784792"
11111001,"4.638932,4.638932,4.638932,4.638932,4.638932,4.638932,4.638932,4.638932,4.638932,4.638932"
11111010,"2.795395,2.795395,2.795395,2.795395,2.795395,2.795395,2.795395,2.795395,2.795395,2.795395"
11111011,"8.219119,8.219119,8.219119,8.219119,8.219119,8.219119,8.219119,8.219119,8.219119,8.219119"
11111100,"-1.634608,-1.634608,-1.634608,-1.634608,-1.634608,-1.634608,-1.634608,-1.634608,-1.634608,-1.634608"
11111101,"3.789116,3.789116,3.789116,3.789116,3.789116,3.789116,3.789116,3.789116,3.789116,3.789116"
11111110,"1.945580,1.945580,1.945580,1.945580,1.945580,1.945580,1.945580,1.945580,1.945580,1.945580"
11111111,"7.369304,7.369304,7.369304,7.369304,7.369304,7.369304,7.369304,7.369304,7.369304,7.369304"
