challenge,deltas
11100110,"-3.919600,-3.919600,-3.919600,-3.919600,-3.919600,-3.919600,-3.919600,-3.919600,-3.919600,-3.919600"
11100111,"-6.079578,-6.079578,-6.079578,-6.079578,-6.079578,-6.079578,-6.079578,-6.079578,-6.079578,-6.079578"
11101000,"-13.480085,-13.480085,-13.480085,-13.480085,-13.480085,-13.480085,-13.480085,-13.480085,-13.480085,-13.480085"
11101001,"-15.640062,-15.640062,-15.640062,-15.640062,-15.640062,-15.640062,-15.640062,-15.640062,-15.640062,-15.640062"
11101010,"-13.762056,-13.762056,-13.762056,-13.762056,-13.762056,-13.762056,-13.762056,-13.762056,-13.762056,-13.762056"
11101011,"-15.922033,-15.922033,-15.922033,-15.922033,-15.922033,-15.922033,-15.922033,-15.922033,-15.922033,-15.922033"
11101100,"1.829598,1.829598,1.829598,1.829598,1.829598,1.829598,1.829598,1.829598,1.829598,1.829598"
11101101,"-0.330379,-0.330379,-0.330379,-0.330379,-0.330379,-0.330379,-0.330379,-0.330379,-0.330379,-0.330379"
11101110,"1.547627,1.547627,1.547627,1.547627,1.547627,1.547627,1.547627,1.547627,1.547627,1.547627"
11101111,"-0.612351,-0.612351,-0.612351,-0.612351,-0.612351,-0.612351,-0.612351,-0.612351,-0.612351,-0.612351"
11110000,"-18.861185,-18.861185,-18.861185,-18.861185,-18.861185,-18.861185,-18.861185,-18.861185,-18.861185,-18.861185"
11110001,"-21.021162,-21.021162,-21.021162,-21.021162,-21.021162,-21.021162,-21.021162,-21.021162,-21.021162,-21.021162"
11110010,"-19.143156,-19.143156,-19.143156,-19.143156,-19.143156,-19.143156,-19.143156,-19.143156,-19.143156,-19.143156"
11110011,"-21.303134,-21.303134,-21.303134,-21.303134,-21.303134,-21.303134,-21.303134,-21.303134,-21.303134,-21.303134"
11110100,"-3.551503,-3.551503,-3.551503,-3.551503,-3.551503,-3.551503,-3.551503,-3.551503,-3.551503,-3.551503"
11110101,"-5.711480,-5.711480,-5.711480,-5.711480,-5.711480,-5.711480,-5.711480,-5.711480,-5.711480,-5.711480"
11110110,"-3.833474,-3.833474,-3.833474,-3.833474,-3.833474,-3.833474,-3.833474,-3.833474,-3.833474,-3.833474"
11110111,"-5.993451,-5.993451,-5.993451,-5.993451,-5.993451,-5.993451,-5.993451,-5.993451,-5.993451,-5.993451"
11111000,"-13.393958,-13.393958,-13.393958,-13.393958,-13.393958,-13.393958,-13.393958,-13.393958,-13.393958,-13.393958"
11111001,"-15.553935,-15.553935,-15.553935,-15.553935,-15.553935,-15.553935,-15.553935,-15.553935,-15.553935,-15.553935"
11111010,"-13.675929,-13.675929,-13.675929,-13.675929,-13.675929,-13.675929,-13.675929,-13.675929,-13.675929,-13.675929"
11111011,"-15.835906,-15.835906,-15.835906,-15.835906,-15.835906,-15.835906,-15.835906,-15.835906,-15.835906,-15.835906"
11111100,"1.915725,1.915725,1.915725,1.915725,1.915725,1.915725,1.915725,1.915725,1.915725,1.915725"
11111101,"-0.244253,-0.244253,-0.244253,-0.244253,-0.244253,-0.244253,-0.244253,-0.244253,-0.244253,-0.244253"
11111110,"1.633753,1.633753,1.633753,1.633753,1.633753,1.633753,1.633753,1.633753,1.633753,1.633753"
11111111,"-0.526224,-0.526224,-0.526224,-0.526224,-0.526224,-0.526224,-0.526224,-0.526224,-0.526224,-0.526224"
