k_train_datasets,train_set,test_dataset,best_threshold,precision,recall,TP,FP,FN,TN,old_ber,new_ber,ber_reduction
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_4.csv,0.6068629987506281,0.8503937007807055,0.8244274809097373,108,19,23,106,0.023046875,0.0060039370078740165,0.017042937992125987
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_2.csv,0.6068629987506281,0.9589041095759053,0.5882352941127039,70,3,49,134,0.03945312499999999,0.001797945205479452,0.03765517979452054
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_1.csv,0.6068629987506281,0.8775510203992086,0.6825396825342656,86,12,40,118,0.0252685546875,0.003826530612244898,0.0214420240752551
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_5.csv,0.6068629987506281,0.7977528089798005,0.7099999999929,71,18,29,138,0.039282226562499994,0.006460674157303371,0.03282155240519662
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_3.csv,0.6271032958186106,0.952755905504309,0.6994219653138762,121,6,52,77,0.019604492187500003,0.0027066929133858267,0.016897799274114177
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_6.csv,0.6271032958186106,0.9399999999905999,0.6714285714237755,94,6,46,110,0.026928710937500003,0.0023125000000000003,0.0246162109375
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_4.csv,0.6271032958186106,0.8739495798245887,0.7938931297649322,104,15,27,110,0.023046875,0.005357142857142857,0.017689732142857142
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_2.csv,0.6271032958186106,0.8780487804770969,0.6050420168016383,72,10,47,127,0.03945312499999999,0.0033536585365853662,0.03609946646341462
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_7.csv,0.6271032958186106,0.9863636363591529,0.9863636363591529,217,3,3,33,0.0095703125,0.0007102272727272727,0.008860085227272729
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_1.csv,crp_dataset_8_1_5.csv,0.6271032958186106,0.8499999999893749,0.6799999999931999,68,12,32,144,0.039282226562499994,0.0043749999999999995,0.0349072265625
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_3.csv,0.6018426025615974,0.8397790055202222,0.8786127167579272,152,29,21,54,0.019604492187500003,0.008529005524861879,0.011075486662638124
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_6.csv,0.6018426025615974,0.7262569832361662,0.928571428564796,130,49,10,67,0.026928710937500003,0.01407122905027933,0.012857481887220672
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_4.csv,0.6018426025615974,0.7058823529370243,0.9160305343441525,120,50,11,75,0.023046875,0.011874999999999998,0.011171875000000003
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_2.csv,0.6018426025615974,0.9791666666462674,0.39495798318995834,47,1,72,136,0.03945312499999999,0.0013020833333333333,0.038151041666666656
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_7.csv,0.6018426025615974,0.9399141630860949,0.9954545454500207,219,14,1,22,0.0095703125,0.0023605150214592273,0.007209797478540773
2,crp_dataset_8_1_8.csv|crp_dataset_8_1_5.csv,crp_dataset_8_1_1.csv,0.6018426025615974,0.791304347819206,0.7222222222164902,91,24,35,106,0.0252685546875,0.008043478260869565,0.017225076426630435
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_6.csv,crp_dataset_8_1_8.csv,0.7027435521059178,0.7974683544202852,0.4565217391271267,63,16,75,102,0.0283203125,0.005379746835443036,0.022940565664556965
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_6.csv,crp_dataset_8_1_4.csv,0.7027435521059178,0.9320388349424074,0.7328244274753221,96,7,35,118,0.023046875,0.003398058252427185,0.019648816747572816
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_6.csv,crp_dataset_8_1_2.csv,0.7027435521059178,0.909090909070248,0.33613445377868795,40,4,79,133,0.03945312499999999,0.0028409090909090914,0.0366122159090909
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_6.csv,crp_dataset_8_1_7.csv,0.7027435521059178,0.9999999999950739,0.9227272727230785,203,0,17,36,0.0095703125,0.0001539408866995074,0.009416371613300493
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_6.csv,crp_dataset_8_1_1.csv,0.7027435521059178,0.9550561797645499,0.6746031745978206,85,4,41,126,0.0252685546875,0.001053370786516854,0.024215183900983147
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_6.csv,crp_dataset_8_1_5.csv,0.7027435521059178,0.9649122806848262,0.5499999999945,55,2,45,154,0.039282226562499994,0.0018640350877192982,0.0374181914747807
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_8.csv,0.6219610573328216,0.7678571428434312,0.3115942028962928,43,13,95,105,0.0283203125,0.0054687500000000005,0.0228515625
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_6.csv,0.6219610573328216,0.6542056074735785,0.9999999999928573,140,74,0,42,0.026928710937500003,0.017026869158878504,0.009901841778621499
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_2.csv,0.6219610573328216,0.999999999875,0.06722689075573758,8,0,111,137,0.03945312499999999,0.0015625,0.03789062499999999
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_7.csv,0.6219610573328216,0.9361702127619738,0.9999999999954546,220,15,0,21,0.0095703125,0.002154255319148936,0.007416057180851065
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_1.csv,0.6219610573328216,0.9444444444313271,0.5396825396782565,68,4,58,126,0.0252685546875,0.0012152777777777778,0.024053276909722223
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_4.csv,crp_dataset_8_1_5.csv,0.6219610573328216,0.9999999998888889,0.0899999999991,9,0,91,156,0.039282226562499994,0.0,0.039282226562499994
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_2.csv,crp_dataset_8_1_8.csv,0.6448517485103576,0.8058252427106231,0.6014492753579606,83,20,55,98,0.0283203125,0.0051577669902912624,0.023162545509708737
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_2.csv,crp_dataset_8_1_6.csv,0.6448517485103576,0.772727272722255,0.8499999999939286,119,35,21,81,0.026928710937500003,0.010551948051948052,0.01637676288555195
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_2.csv,crp_dataset_8_1_4.csv,0.6448517485103576,0.8102189780962759,0.8473282442683411,111,26,20,99,0.023046875,0.007162408759124088,0.015884466240875913
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_2.csv,crp_dataset_8_1_7.csv,0.6448517485103576,0.9322033898265585,0.9999999999954546,220,16,0,20,0.0095703125,0.0023834745762711866,0.007186837923728814
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_2.csv,crp_dataset_8_1_1.csv,0.6448517485103576,0.9199999999908,0.7301587301529352,92,8,34,122,0.0252685546875,0.002,0.023268554687499998
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_2.csv,crp_dataset_8_1_5.csv,0.6448517485103576,0.8607594936599904,0.6799999999931999,68,11,32,145,0.039282226562499994,0.004113924050632912,0.03516830251186708
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_8.csv,0.6274232619994206,0.7692307692159763,0.28985507246166775,40,12,98,106,0.0283203125,0.005528846153846153,0.022791466346153845
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_6.csv,0.6274232619994206,0.6222222222194568,0.9999999999928573,140,85,0,31,0.026928710937500003,0.019388888888888893,0.00753982204861111
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_4.csv,0.6274232619994206,0.9780219780112305,0.6793893129719131,89,2,42,123,0.023046875,0.0009615384615384616,0.02208533653846154
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_2.csv,0.6274232619994206,0.9999999995,0.016806722688934395,2,0,117,137,0.03945312499999999,0.0,0.03945312499999999
2,crp_dataset_8_1_3.csv|crp_dataset_8_1_7.csv,crp_dataset_8_1_1.csv,0.6274232619994206,0.9655172413626636,0.4444444444409171,56,2,70,128,0.0252685546875,0.0007543103448275863,0.024514244342672412
