challenge,deltas
11100110,"-9.467833,-9.467833,-9.467833,-9.467833,-9.467833,-9.467833,-9.467833,-9.467833,-9.467833,-9.467833"
11100111,"-17.716661,-17.716661,-17.716661,-17.716661,-17.716661,-17.716661,-17.716661,-17.716661,-17.716661,-17.716661"
11101000,"-8.950694,-8.950694,-8.950694,-8.950694,-8.950694,-8.950694,-8.950694,-8.950694,-8.950694,-8.950694"
11101001,"-17.199523,-17.199523,-17.199523,-17.199523,-17.199523,-17.199523,-17.199523,-17.199523,-17.199523,-17.199523"
11101010,"-15.643137,-15.643137,-15.643137,-15.643137,-15.643137,-15.643137,-15.643137,-15.643137,-15.643137,-15.643137"
11101011,"-23.891966,-23.891966,-23.891966,-23.891966,-23.891966,-23.891966,-23.891966,-23.891966,-23.891966,-23.891966"
11101100,"-2.659964,-2.659964,-2.659964,-2.659964,-2.659964,-2.659964,-2.659964,-2.659964,-2.659964,-2.659964"
11101101,"-10.908792,-10.908792,-10.908792,-10.908792,-10.908792,-10.908792,-10.908792,-10.908792,-10.908792,-10.908792"
11101110,"-9.352407,-9.352407,-9.352407,-9.352407,-9.352407,-9.352407,-9.352407,-9.352407,-9.352407,-9.352407"
11101111,"-17.601235,-17.601235,-17.601235,-17.601235,-17.601235,-17.601235,-17.601235,-17.601235,-17.601235,-17.601235"
11110000,"3.133353,3.133353,3.133353,3.133353,3.133353,3.133353,3.133353,3.133353,3.133353,3.133353"
11110001,"-5.115475,-5.115475,-5.115475,-5.115475,-5.115475,-5.115475,-5.115475,-5.115475,-5.115475,-5.115475"
11110010,"-3.559090,-3.559090,-3.559090,-3.559090,-3.559090,-3.559090,-3.559090,-3.559090,-3.559090,-3.559090"
11110011,"-11.807919,-11.807919,-11.807919,-11.807919,-11.807919,-11.807919,-11.807919,-11.807919,-11.807919,-11.807919"
11110100,"9.424084,9.424084,9.424084,9.424084,9.424084,9.424084,9.424084,9.424084,9.424084,9.424084"
11110101,"1.175255,1.175255,1.175255,1.175255,1.175255,1.175255,1.175255,1.175255,1.175255,1.175255"
11110110,"2.731641,2.731641,2.731641,2.731641,2.731641,2.731641,2.731641,2.731641,2.731641,2.731641"
11110111,"-5.517188,-5.517188,-5.517188,-5.517188,-5.517188,-5.517188,-5.517188,-5.517188,-5.517188,-5.517188"
11111000,"3.248779,3.248779,3.248779,3.248779,3.248779,3.248779,3.248779,3.248779,3.248779,3.248779"
11111001,"-5.000049,-5.000049,-5.000049,-5.000049,-5.000049,-5.000049,-5.000049,-5.000049,-5.000049,-5.000049"
11111010,"-3.443664,-3.443664,-3.443664,-3.443664,-3.443664,-3.443664,-3.443664,-3.443664,-3.443664,-3.443664"
11111011,"-11.692493,-11.692493,-11.692493,-11.692493,-11.692493,-11.692493,-11.692493,-11.692493,-11.692493,-11.692493"
11111100,"9.539510,9.539510,9.539510,9.539510,9.539510,9.539510,9.539510,9.539510,9.539510,9.539510"
11111101,"1.290681,1.290681,1.290681,1.290681,1.290681,1.290681,1.290681,1.290681,1.290681,1.290681"
11111110,"2.847067,2.847067,2.847067,2.847067,2.847067,2.847067,2.847067,2.847067,2.847067,2.847067"
11111111,"-5.401762,-5.401762,-5.401762,-5.401762,-5.401762,-5.401762,-5.401762,-5.401762,-5.401762,-5.401762"
